P No,New P No,MONA,Genus_Species,Author with Year,Common Name,Superfamily,Family,Subfamily,Tribe,Subtribe,Genus,Species,MPG URL,Taxonomic Note,Synonymy,P No 2016
16a0044,,0078.2,Stigmella centifoliella,"(Zeller, 1848)",,Nepticuloidea,Nepticulidae,,,,Stigmella,centifoliella,https://mothphotographersgroup.msstate.edu/species.php?hodges=78.2,"Stigmella centifoliella (Zeller, 1848), a Eurasian species, includes as a synonym Stigmella rosaefoliella pectocatena Wilkinson & Scoble, 1979, a subspecies described from Canada, in Nieukerken et al. (2016). In describing pectocatena, Wilkinson & Scoble didn't realize that it was an introduced species which had already been described.","Nepticula centifoliella Zeller, 1848
Nepticula hodgkinsoni Stainton, 1884
Stigmella pectocatena Wilkinson & Scoble, 1979",160044
16a0046,,0068,Stigmella stigmaciella,"Wilkinson & Scoble, 1979",,Nepticuloidea,Nepticulidae,,,,Stigmella,stigmaciella,https://mothphotographersgroup.msstate.edu/species.php?hodges=68,,"Stigmella stigmaciella Wilkinson & Scoble, 1979",160046
16a0046.1,,0069,Stigmella taeniola,"(Braun, 1925)",,Nepticuloidea,Nepticulidae,,,,Stigmella,taeniola,https://mothphotographersgroup.msstate.edu/species.php?hodges=69,,"Nepticula taeniola Braun, 1925",160045
16a0049,,0106,Stigmella amelanchierella,"(Clemens, [1862])",,Nepticuloidea,Nepticulidae,,,,Stigmella,amelanchierella,https://mothphotographersgroup.msstate.edu/species.php?hodges=106,,"Nepticula amelanchierella Clemens, [1862]",160049
16a0050,,0062,Stigmella crataegifoliella,"(Clemens, [1862])",,Nepticuloidea,Nepticulidae,,,,Stigmella,crataegifoliella,https://mothphotographersgroup.msstate.edu/species.php?hodges=62,,"Nepticula crataegifoliella Clemens, [1862]",160050
16a0051,,0076.2,Stigmella heteromelis,"Newton & Wilkinson, 1982",,Nepticuloidea,Nepticulidae,,,,Stigmella,heteromelis,https://mothphotographersgroup.msstate.edu/species.php?hodges=76.2,"Stigmella heteromelis Newton & Wilkinson, 1982, n. sp., Systematic Entomology, v. 7, p. 367-463.","Stigmella heteromelis Newton & Wilkinson, 1982",160051
16a0051.1,,0065,Stigmella minusculella,"(Herrich-Schäffer, 1855)",,Nepticuloidea,Nepticulidae,,,,Stigmella,minusculella,https://mothphotographersgroup.msstate.edu/species.php?hodges=65,"Stigmella minusculella (Herrich-Schäffer, 1855) includes as a synonym Stigmella chalybeia (Schoorl, et al. 1985).","Nepticula minusculella Herrich-Schäffer, 1855
Nepticula chalybeia Braun, 1914
Nepticula embonella Klimesch, 1978",160047
16a0051.2,,0064,Stigmella oxyacanthella,"(Stainton, 1854)",,Nepticuloidea,Nepticulidae,,,,Stigmella,oxyacanthella,https://mothphotographersgroup.msstate.edu/species.php?hodges=64,"Stigmella oxyacanthella (Stainton, 1854) includes as a synonym Stigmella pomivorella  (Packard, 1870), apparently introduced from Europe in the 19th century (Van Nieukerken et al. 2016).","Nepticula oxyacanthella Stainton, 1854
Nepticula aeneella of authors not Heinemann, 1862
Nepticula cotoneastri Sorhagen, 1922
Nepticula oxyacanthaecolella Doubleday, 1859
Micropteryx pomivorella Packard, 1870",160048
16a0052,,0067,Stigmella purpuratella,"(Braun, 1917)",,Nepticuloidea,Nepticulidae,,,,Stigmella,purpuratella,https://mothphotographersgroup.msstate.edu/species.php?hodges=67,"Stigmella purpuratella (Braun, 1917) includes as a synonym Stigmella scinanella Wilkinson & Scoble, 1979 (Van Nieukerken et al. 2016).","Nepticula purpuratella Braun, 1917
Stigmella scinanella Wilkinson & Scoble, 1979",160052
16a0053,,0063,Stigmella scintillans,"(Braun, 1917)",,Nepticuloidea,Nepticulidae,,,,Stigmella,scintillans,https://mothphotographersgroup.msstate.edu/species.php?hodges=63,,"Nepticula scintillans Braun, 1917",160053
16a0054,,0105,Stigmella argentifasciella,"(Braun, 1912)",,Nepticuloidea,Nepticulidae,,,,Stigmella,argentifasciella,https://mothphotographersgroup.msstate.edu/species.php?hodges=105,,"Nepticula argentifasciella Braun, 1912",160054
16a0055,,0080,Stigmella villosella,"(Clemens, [1862])",,Nepticuloidea,Nepticulidae,,,,Stigmella,villosella,https://mothphotographersgroup.msstate.edu/species.php?hodges=80,,"Nepticula villosella Clemens, [1862]
Nepticula dallasiana Frey & Boll, 1876",160055
16a0056,,0081,Stigmella apicialbella,"(Chambers, 1873)",,Nepticuloidea,Nepticulidae,,,,Stigmella,apicialbella,https://mothphotographersgroup.msstate.edu/species.php?hodges=81,,"Nepticula apicialbella Chambers, 1873
Nepticula leucostigma Braun, 1912",160056
16a0057,,0103,Stigmella alba,"Wilkinson & Scoble, 1979",,Nepticuloidea,Nepticulidae,,,,Stigmella,alba,https://mothphotographersgroup.msstate.edu/species.php?hodges=103,,"Stigmella alba Wilkinson & Scoble, 1979",160057
16a0058,,0102,Stigmella procrastinella,"(Braun, 1927)",,Nepticuloidea,Nepticulidae,,,,Stigmella,procrastinella,https://mothphotographersgroup.msstate.edu/species.php?hodges=102,,"Nepticula procrastinella Braun, 1927",160058
16a0059,,0105.1,Stigmella plumosetaeella,"Newton & Wilkinson, 1982",,Nepticuloidea,Nepticulidae,,,,Stigmella,plumosetaeella,https://mothphotographersgroup.msstate.edu/species.php?hodges=105.1,"Stigmella plumosetaeella Newton & Wilkinson, 1982, n. sp., Systematic Entomology, v. 7, p. 367-463.","Stigmella plumosetaeella Newton & Wilkinson, 1982",160059
16a0060,,0095.8,Bohemannia pulverosella,"(Stainton, 1849)",,Nepticuloidea,Nepticulidae,,,,Bohemannia,pulverosella,https://mothphotographersgroup.msstate.edu/species.php?hodges=95.8,"Bohemannia pulverosella (Stainton, 1849) is now recognized within the North American fauna north of Mexico. Introduced from Europe, ZooKeys, 628: 65-246.","Trifurcula pulverosella Stainton, 1849
Nepticula cineretella Frey, in: Herrich-Schäffer, 1855
Bohemannia piotra Puplesis, 1984",160060
16a0061,,0059,Glaucolepis saccharella,"(Braun, 1912)",,Nepticuloidea,Nepticulidae,,,,Glaucolepis,saccharella,https://mothphotographersgroup.msstate.edu/species.php?hodges=59,Glaucolepis saccharella: Formerly placed in the genus Trifurcula (Van Nieukerken et al. 2016).,"Nepticula saccharella Braun, 1912",160061
16a0064,,0061,Fomoria hypericella,"(Braun, 1925)",,Nepticuloidea,Nepticulidae,,,,Fomoria,hypericella,https://mothphotographersgroup.msstate.edu/species.php?hodges=61,Fomoria hypericella: Formerly placed in the genus Ectoedemia (Van Nieukerken et al. 2016).,"Nepticula hypericella Braun, 1925",160064
16a0065,,0060,Fomoria pteliaeella,"(Chambers, 1880)",,Nepticuloidea,Nepticulidae,,,,Fomoria,pteliaeella,https://mothphotographersgroup.msstate.edu/species.php?hodges=60,Fomoria pteliaeella: Formerly placed in the genus Ectoedemia (Van Nieukerken et al. 2016).,"Nepticula pteliaeella Chambers, 1880",160065
16a0065.1,,0060.2,Fomoria septembrella,"(Stainton, 1849)",,Nepticuloidea,Nepticulidae,,,,Fomoria,septembrella,https://mothphotographersgroup.msstate.edu/species.php?hodges=60.2,"Fomoria septembrella (Stainton, 1849) reported in the Pacific Northwest region by Erik van Nieukerken in unpublished research.","Nepticula septembrella Stainton, 1849",160062
16a0065.2,,0109.3,Fomoria weaveri,"(Stainton, 1855)",,Nepticuloidea,Nepticulidae,,,,Fomoria,weaveri,https://mothphotographersgroup.msstate.edu/species.php?hodges=109.3,"Fomoria weaveri (Stainton, 1855) is now recognized within the North American fauna north of Mexico. Formerly placed in the genus Ectoedemia (Van Nieukerken et al. 2016)","Nepticula weaveri Stainton, 1855
Nepticula weaverella Doubleday, 1859",160063
16a0066,,0038.1,Etainia albibimaculella of authors,"(not Larsen, 1927)",,Nepticuloidea,Nepticulidae,,,,Etainia,albibimaculella of authors,https://mothphotographersgroup.msstate.edu/species.php?hodges=38.1,"Etainia albibimaculella of authors; (not Larsen, 1927), listed in Nieukerken et al. (2016) based on material from Ontario Canada, is an undescribed species awaiting formal description, Pohl et al. (2018: 37). Etainia albibimaculella (Larsen, 1927) is extralimital.",,160066
16a0068,,0037,Etainia ochrefasciella,"(Chambers, 1873)",Hard Maple Budminer,Nepticuloidea,Nepticulidae,,,,Etainia,ochrefasciella,https://mothphotographersgroup.msstate.edu/species.php?hodges=37,"Etainia ochrefasciella: Formerly placed in the genus Ectoedemia, ZooKeys, 628: 65-246.","Nepticula ochrefasciella Chambers, 1873",160068
16a0068.1,,0038,Etainia sericopeza,"(Zeller, 1839)",,Nepticuloidea,Nepticulidae,,,,Etainia,sericopeza,https://mothphotographersgroup.msstate.edu/species.php?hodges=38,"Etainia sericopeza: Formerly placed in the genus Ectoedemia, ZooKeys, 628: 65-246.","Lyonetia sericopeza Zeller, 1839
Nepticula acerella Goureau, 1860
Tinea maryella Duponchel, 1843
Oecophora sericopezella Duponchel, 1843",160067
16a0069,,0113,Acalyptris bicornutus,"(Davis, 1978)",,Nepticuloidea,Nepticulidae,,,,Acalyptris,bicornutus,https://mothphotographersgroup.msstate.edu/species.php?hodges=113,,"Microcalyptris bicornutus Davis, 1978
Microcalyptris bircornutus Davis & Wilkinson, 1983",160069
16a0070,,0112.1,Acalyptris bipinnatellus,"(Wilkinson, 1979)",,Nepticuloidea,Nepticulidae,,,,Acalyptris,bipinnatellus,https://mothphotographersgroup.msstate.edu/species.php?hodges=112.1,"Acalyptris bipinnatellus (Wilkinson, 1979), n. sp., Tijdschrift Voor Entomologie, v. 122, no. 4, p. 59-90.","Microcalyptris bipinnatellus Wilkinson, 1979",160070
16a0071,,0114.1,Acalyptris lotella,"(Wagner, 1987)",,Nepticuloidea,Nepticulidae,,,,Acalyptris,lotella,https://mothphotographersgroup.msstate.edu/species.php?hodges=114.1,"Acalyptris lotella Wagner, 1987, n. sp., Pan-Pacific Entom., v. 63, no. 3, p. 278-283.","Microcalyptris lotella Wagner, 1987",160071
16a0072,,0114,Acalyptris punctulata,"(Braun, 1910)",,Nepticuloidea,Nepticulidae,,,,Acalyptris,punctulata,https://mothphotographersgroup.msstate.edu/species.php?hodges=114,,"Nepticula punctulata Braun, 1910",160072
16a0073,,0116,Acalyptris scirpi,"(Braun, 1925)",,Nepticuloidea,Nepticulidae,,,,Acalyptris,scirpi,https://mothphotographersgroup.msstate.edu/species.php?hodges=116,,"Nepticula scirpi Braun, 1925",160073
16a0075,,0115,Acalyptris tenuijuxtus,"(Davis, 1978)",,Nepticuloidea,Nepticulidae,,,,Acalyptris,tenuijuxtus,https://mothphotographersgroup.msstate.edu/species.php?hodges=115,,"Microcalyptris tenuijuxtus Davis, 1978",160075
16a0075.1,,0112,Acalyptris thoracealbella,"(Chambers, 1873)",,Nepticuloidea,Nepticulidae,,,,Acalyptris,thoracealbella,https://mothphotographersgroup.msstate.edu/species.php?hodges=112,,"Nepticula thoracealbella Chambers, 1873
Nepticula badiocapitella Chambers, 1876",160074
16a0077,,0114.2,Acalyptris postalatratus,"(Wilkinson, 1979)",,Nepticuloidea,Nepticulidae,,,,Acalyptris,postalatratus,https://mothphotographersgroup.msstate.edu/species.php?hodges=114.2,"Acalyptris postalatratus (Wilkinson, 1979), n. sp., Tijdschrift Voor Entomologie, v. 122, no. 4, p. 59-90.","Microcalyptris postalatratus Wilkinson, 1979",160077
16a0077.1,,0114.3,"""Acalyptris"" distaleus","(Wilkinson, 1979)",,Nepticuloidea,Nepticulidae,,,,"""Acalyptris""",distaleus,https://mothphotographersgroup.msstate.edu/species.php?hodges=114.3,"""Acalyptris"" distaleus (Wilkinson, 1979), n. sp., Tijdschrift voor Entomologie, 124:78, is listed under Unplaced Acalyptris in Nieukerken et al. (2016), ZooKeys, 628: 195.","Microcalyptris distaleus Wilkinson, 1979",160076
16a0078,,0055,Zimmermannia bosquella,"(Chambers, 1878)",,Nepticuloidea,Nepticulidae,,,,Zimmermannia,bosquella,https://mothphotographersgroup.msstate.edu/species.php?hodges=55,"Zimmermannia bosquella (Chambers, 1878) is reinstated. This species replaces Ectoedemia heinrichi Busck, 1914 and includes as synonyms 0056 Ectoedemia castaneae Busck, 1913, 0058.2 Ectoedemia helenella Wilkinson, 1981, and 0053 Ectoedemia obrutella sensu Wilkinson & Newton, 1981, ZooKeys, 628: 65-246.","Nepticula bosquella Chambers, 1878
Nepticula bosqueella Chambers, 1878
Ectoedemia castaneae Busck, 1913
Ectoedemia heinrichi Busck, 1914
Ectoedemia helenella Wilkinson, 1981
Ectoedemia obrutella of authors not Zeller, 1873",160078
16a0079,,0109,Zimmermannia grandisella,"(Chambers, 1880)",,Nepticuloidea,Nepticulidae,,,,Zimmermannia,grandisella,https://mothphotographersgroup.msstate.edu/species.php?hodges=109,"Zimmermannia grandisella: Formerly placed in the genus Ectoedemia. Zimmermannia grandisella (Chambers, 1880) includes as a synonym  Ectoedemia acanthella (Wilkinson & Newton, 1981) and  Ectoedemia chlorantis Meyrick, 1928 (Van Nieukerken et al. 2016).","Nepticula grandisella Chambers, 1880
Ectoedemia acanthella Wilkinson & Newton, 1981
Ectoedemia chloranthis van Nieukerken, 2018
Ectoedemia chlorantis Meyrick, 1928",160079
16a0080,,0058,Zimmermannia mesoloba,"(Davis, 1978)",,Nepticuloidea,Nepticulidae,,,,Zimmermannia,mesoloba,https://mothphotographersgroup.msstate.edu/species.php?hodges=58,"Zimmermannia mesoloba (Davis, 1978), n. comb., was previously in the genus Ectoedemia and includes as a synonym  Ectoedemia coruscella Wilkinson, 1981 (Van Nieukerken et al. 2016).","Ectoedemia mesoloba Davis, 1978
Ectoedemia coruscella Wilkinson, 1981",160080
16a0081,,0053,Zimmermannia obrutella,"(Zeller, 1873)",,Nepticuloidea,Nepticulidae,,,,Zimmermannia,obrutella,https://mothphotographersgroup.msstate.edu/species.php?hodges=53,"Zimmermannia obrutella (Zeller, 1873) is transferred to Zimmermannia and includes as synonyms 0053.2 Ectoedemia piperella Wilkinson & Newton, 1981 and 0058.1 Ectoedemia reneella Wilkinson, 1981. ZooKeys, 628: 65-246.
Ectoedemia obrutella sensu Wilkinson & Newton, 1981, formerly 0053, is a synonym of 0055 Zimmermannia bosquella (Chambers, 1878), ZooKeys, 628: 65-246.","Trifurcula obrutella Zeller, 1873
Ectoedemia piperella Wilkinson & Newton, 1981
Ectoedemia reneella Wilkinson, 1981",160081
16a0082X,,0057,Zimmermannia phleophaga,"(Busck, 1914)",,Nepticuloidea,Nepticulidae,,,,Zimmermannia,phleophaga,https://mothphotographersgroup.msstate.edu/species.php?hodges=57,"Zimmermannia phleophaga (Busck, 1914), n. comb., was previously in the genus Ectoedemia, ZooKeys, 628: 65-246.","Ectoedemia phleophaga Busck, 1914",160082
16a0083,,0052,Ectoedemia populella,"Busck, 1907",Aspen Petiole Gall Moth,Nepticuloidea,Nepticulidae,,,,Ectoedemia,populella,https://mothphotographersgroup.msstate.edu/species.php?hodges=52,,"Ectoedemia populella Busck, 1907",160083
16a0084,,0040,Ectoedemia canutus,"Wilkinson & Scoble, 1979",,Nepticuloidea,Nepticulidae,,,,Ectoedemia,canutus,https://mothphotographersgroup.msstate.edu/species.php?hodges=40,,"Ectoedemia canutus Wilkinson & Scoble, 1979",160084
16a0085,,0039,Ectoedemia argyropeza,"(Zeller, 1839)",,Nepticuloidea,Nepticulidae,,,,Ectoedemia,argyropeza,https://mothphotographersgroup.msstate.edu/species.php?hodges=39,,"Lyonetia argyropeza Zeller, 1839
Nepticula apicella Stainton, 1854
Lyonetia argyropezella Duponchel, 1844
Ectoedemia downesi Wilkinson & Scoble, 1979
Nepticula simplicella Heinemann, 1862
Nepticula turbulentella Wocke, 1861",160085
16a0086,,0041,Ectoedemia trinotata,"(Braun, 1914)",,Nepticuloidea,Nepticulidae,,,,Ectoedemia,trinotata,https://mothphotographersgroup.msstate.edu/species.php?hodges=41,,"Nepticula trinotata Braun, 1914",160086
16a0087,,0051,Ectoedemia quadrinotata,"(Braun, 1917)",,Nepticuloidea,Nepticulidae,,,,Ectoedemia,quadrinotata,https://mothphotographersgroup.msstate.edu/species.php?hodges=51,,"Nepticula quadrinotata Braun, 1917",160087
16a0088,,0045,Ectoedemia similella,"(Braun, 1917)",,Nepticuloidea,Nepticulidae,,,,Ectoedemia,similella,https://mothphotographersgroup.msstate.edu/species.php?hodges=45,,"Nepticula similella Braun, 1917",160088
16a0089,,0043,Ectoedemia platanella,"(Clemens, [1862])",,Nepticuloidea,Nepticulidae,,,,Ectoedemia,platanella,https://mothphotographersgroup.msstate.edu/species.php?hodges=43,,"Nepticula platanella Clemens, [1862]
Nepticula maximella Chambers, 1873",160089
16a0090,,0044,Ectoedemia clemensella,"(Chambers, 1873)",,Nepticuloidea,Nepticulidae,,,,Ectoedemia,clemensella,https://mothphotographersgroup.msstate.edu/species.php?hodges=44,,"Nepticula clemensella Chambers, 1873",160090
16a0091,,0046,Ectoedemia virgulae,"(Braun, 1927)",,Nepticuloidea,Nepticulidae,,,,Ectoedemia,virgulae,https://mothphotographersgroup.msstate.edu/species.php?hodges=46,,"Nepticula virgulae Braun, 1927",160091
16a0092,,0042,Ectoedemia marmaropa,"(Braun, 1925)",,Nepticuloidea,Nepticulidae,,,,Ectoedemia,marmaropa,https://mothphotographersgroup.msstate.edu/species.php?hodges=42,,"Nepticula marmaropa Braun, 1925",160092
16a0093,,0050,Ectoedemia nyssaefoliella,"(Chambers, 1880)",,Nepticuloidea,Nepticulidae,,,,Ectoedemia,nyssaefoliella,https://mothphotographersgroup.msstate.edu/species.php?hodges=50,,"Nepticula nyssaefoliella Chambers, 1880",160093
16a0094,,0083,Ectoedemia minimella,"(Zetterstedt, 1839)",,Nepticuloidea,Nepticulidae,,,,Ectoedemia,minimella,https://mothphotographersgroup.msstate.edu/species.php?hodges=83,"Ectoedemia minimella (Zetterstedt, 1839) includes as a synonym Ectoedemia canadensis (Braun, 1917) (Van Nieukerken et al. 2016).","Elachista minimella Zetterstedt, 1839
Nepticula canadensis Braun, 1917
Ectoedemia mediofasciella of authors not Haworth, 1828
Nepticula viridicola Weber, 1938
Nepticula woolhopiella Stainton, 1887",160094
16a0095,,0047,Ectoedemia occultella,"(Linnaeus, 1767)",Small Birch Leafminer,Nepticuloidea,Nepticulidae,,,,Ectoedemia,occultella,https://mothphotographersgroup.msstate.edu/species.php?hodges=47,"Ectoedemia occultella (Linnaeus, 1767) includes as a synonym 0047 Ectoedemia lindquisti (Freeman, 1962), ZooKeys. 628: 65-246 and Tijdschrift Voor Entomologie, 128(1): 79-80.","Phalaena occultella Linnaeus, 1767
Lyonetia argentipedella Zeller, 1839
Nepticula flexuosella Fologne, 1859
Nepticula lindquisti Freeman, 1962
Tinea mediofasciella Haworth, 1828
Tinea mucidella Hübner, 1817
Tinea strigilella Thunberg, 1794",160095
16a0096,,0048,Ectoedemia rubifoliella,"(Clemens, 1860)",,Nepticuloidea,Nepticulidae,,,,Ectoedemia,rubifoliella,https://mothphotographersgroup.msstate.edu/species.php?hodges=48,,"Nepticula rubifoliella Clemens, 1860",160096
16a0097,,0049,Ectoedemia ulmella,"(Braun, 1912)",,Nepticuloidea,Nepticulidae,,,,Ectoedemia,ulmella,https://mothphotographersgroup.msstate.edu/species.php?hodges=49,"Ectoedemia ulmella (Braun, 1912) includes as a synonym 0049.1 Ectoedemia andrella Wilkinson, 1981, 1981, ZooKeys, 628: 65-246.","Nepticula ulmella Braun, 1912
Ectoedemia andrella Wilkinson, 1981",160097
16a0100,,0125,Opostegoides scioterma,"(Meyrick, 1920)",Gooseberry Barkminer,Nepticuloidea,Opostegidae,,,,Opostegoides,scioterma,https://mothphotographersgroup.msstate.edu/species.php?hodges=125,,"Opostega scioterma Meyrick, 1920",160100
16a0101,,0119.3,Pseudopostega acidata,"(Meyrick, 1915)",,Nepticuloidea,Opostegidae,,,,Pseudopostega,acidata,https://mothphotographersgroup.msstate.edu/species.php?hodges=119.3,"Pseudopostega acidata (Meyrick, 1915) is now recognized within the North American fauna north of Mexico, southern TX.","Opostega acidata Meyrick, 1915",160101
16a0102,,0121,Pseudopostega albogaleriella,"(Clemens, 1862)",,Nepticuloidea,Opostegidae,,,,Pseudopostega,albogaleriella,https://mothphotographersgroup.msstate.edu/species.php?hodges=121,"Pseudopostega albogaleriella (Clemens, 1862) includes as a synonym Pseudopostega bistrigulella (Braun, 1918) in Davis & Stonis (2007), ","Opostega albogaleriella Clemens, 1862
Opostega albogalleriella Forbes, 1923
Opostega bistrigulella Braun, 1918
Opostega napaeella Clemens, 1872
Opostega nonstrigella Chambers, 1881",160102
